title,artist,year,genre
Falling,Trevor Daniel,2020,melodic rap
"10,000 Hours",Dan + Shay & Justin Bieber,2020,"contemporary country, country, country road"
WAP,Cardi B Featuring Megan Thee Stallion,2020,"pop, rap"
Ballin',Mustard & Roddy Ricch,2020,"cali rap, pop rap, rap, southern hip hop, trap"
Hot Girl Bummer,blackbear,2020,pop
Blueberry Faygo,Lil Mosey,2020,"melodic rap, rap conscient"
Heartless,The Weeknd,2020,"canadian contemporary r&b, canadian pop, pop"
BOP,DaBaby,2020,"hip hop, north carolina hip hop, pop rap, rap, trap"
Lose You To Love Me,Selena Gomez,2020,"pop, post-teen pop"
Good As Hell,Lizzo,2020,"escape room, minnesota hip hop, pop, trap queen"
Toosie Slide,Drake,2020,"canadian hip hop, canadian pop, hip hop, pop rap, rap"
Break My Heart,Dua Lipa,2020,"dance pop, pop, uk pop"
Chasin' You,Morgan Wallen,2020,contemporary country
Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,2020,nz pop
No Guidance,Chris Brown Featuring Drake,2020,"pop rap, r&b, rap"
My Oh My,Camila Cabello Featuring DaBaby,2020,"dance pop, pop"
Dynamite,BTS,2020,"k-pop, k-pop boy group, pop"
Go Crazy,Chris Brown & Young Thug,2020,"pop rap, r&b, rap"
High Fashion,Roddy Ricch Featuring Mustard,2020,"melodic rap, rap, trap"
Laugh Now Cry Later,Drake Featuring Lil Durk,2020,"canadian hip hop, canadian pop, hip hop, pop rap, rap"
Woah,Lil Baby,2020,"atl hip hop, atl trap, rap, trap"
Death Bed,Powfu Featuring beabadoobee,2020,"sad lo-fi, sad rap"
Senorita,Shawn Mendes & Camila Cabello,2020,"canadian pop, pop, viral pop"
HIGHEST IN THE ROOM,Travis Scott,2020,"hip hop, rap, slap house"
Bad Guy,Billie Eilish,2020,"art pop, electropop, pop"
Mood,24kGoldn Featuring iann dior,2020,"cali rap, pop rap"
Rain On Me,Lady Gaga & Ariana Grande,2020,"art pop, dance pop, pop"
For The Night,Pop Smoke Featuring Lil Baby & DaBaby,2020,"brooklyn drill, rap"
RITMO (Bad Boys For Life),Black Eyed Peas X J Balvin,2020,"dance pop, pop, pop rap"
Heart On Ice,Rod Wave,2020,florida rap
Nobody But You,Blake Shelton Duet With Gwen Stefani,2020,"classic oklahoma country, contemporary country, country, country road"
Trampoline,SHAED,2020,electropop
Come & Go,Juice WRLD x Marshmello,2020,"chicago rap, melodic rap, rap"
Truth Hurts,Lizzo,2020,"escape room, minnesota hip hop, pop, trap queen"
If The World Was Ending,JP Saxe Featuring Julia Michaels,2020,"alt z, canadian contemporary r&b, singer-songwriter pop"
We Paid,Lil Baby & 42 Dugg,2020,"atl hip hop, atl trap, rap, trap"
Yummy,Justin Bieber,2020,"canadian pop, pop"
One Man Band,Old Dominion,2020,"contemporary country, country, country road, modern country rock"
Got What I Got,Jason Aldean,2020,"contemporary country, country, country road, modern country rock"
Sunday Best,Surfaces,2020,bedroom soul
Godzilla,Eminem Featuring Juice WRLD,2020,"detroit hip hop, hip hop, rap"
Bandit,Juice WRLD & YoungBoy Never Broke Again,2020,"chicago rap, melodic rap, rap"
Party Girl,StaySolidRocky,2020,melodic rap
Die From A Broken Heart,Maddie & Tae,2020,"contemporary country, country, country road"
Popstar,DJ Khaled Featuring Drake,2020,"hip hop, miami hip hop, pop rap, rap"
All I Want For Christmas Is You,Mariah Carey,2020,"dance pop, pop, urban contemporary"
One Of Them Girls,Lee Brice,2020,"contemporary country, country, country road, modern country rock"
Hard To Forget,Sam Hunt,2020,"contemporary country, country, country pop"
One Margarita,Luke Bryan,2020,"contemporary country, country, country road"
Panini,Lil Nas X,2020,lgbtq+ hip hop
Hot,Young Thug Featuring Gunna,2020,"atl hip hop, atl trap, gangster rap, melodic rap, rap, trap"
I Hope You're Happy Now,Carly Pearce & Lee Brice,2020,"contemporary country, country, country road"
Emotionally Scarred,Lil Baby,2020,"atl hip hop, atl trap, rap, trap"
Suicidal,YNW Melly & Juice WRLD,2020,"melodic rap, rap"
The Bigger Picture,Lil Baby,2020,"atl hip hop, atl trap, rap, trap"
Only Human,Jonas Brothers,2020,"boy band, pop"
The Woo,Pop Smoke Featuring 50 Cent & Roddy Ricch,2020,"brooklyn drill, rap"
Sum 2 Prove,Lil Baby,2020,"atl hip hop, atl trap, rap, trap"
Stuck With U,Ariana Grande & Justin Bieber,2020,pop
Mood Swings,Pop Smoke Featuring Lil Tjay,2020,"brooklyn drill, rap"
You Should Be Sad,Halsey,2020,"electropop, etherpop, indie poptimism, pop"
Dior,Pop Smoke,2020,"brooklyn drill, rap"
Supalonely,BENEE Featuring Gus Dapperton,2020,"alt z, nz pop"
Even Though I'm Leaving,Luke Combs,2020,"contemporary country, country"
The Scotts,"THE SCOTTS, Travis Scott & Kid Cudi",2020,viral rap
Juicy,Doja Cat & Tyga,2020,"dance pop, pop"
Be Like That,Kane Brown With Swae Lee & Khalid,2020,"hip hop, pop, country"
Homesick,Kane Brown,2020,"black americana, contemporary country, country, country road"
Rags2Riches,Rod Wave Featuring ATR Son Son,2020,florida rap
Bluebird,Miranda Lambert,2020,"contemporary country, country, country dawn, country road"
Wishing Well,Juice WRLD,2020,"chicago rap, melodic rap, rap"
Does To Me,Luke Combs Featuring Eric Church,2020,"contemporary country, country"
P*$$y Fairy (OTW),Jhene Aiko,2020,r&b
ily,Surf Mesa Featuring Emilee,2020,pop edm
More Than My Hometown,Morgan Wallen,2020,contemporary country
Lovin' On You,Luke Combs,2020,"contemporary country, country"
Said Sum,Moneybagg Yo,2020,"memphis hip hop, rap, southern hip hop, tennessee hip hop, trap"
Slide,H.E.R. Featuring YG,2020,"r&b, rap"
Walk Em Down,NLE Choppa Featuring Roddy Ricch,2020,"memphis hip hop, rap"
Levitating,Dua Lipa,2021,"dance pop, pop, uk pop"
Save Your Tears,The Weeknd & Ariana Grande,2021,"canadian contemporary r&b, canadian pop, pop"
Blinding Lights,The Weeknd,2021,"canadian contemporary r&b, canadian pop, pop"
Mood,24kGoldn Featuring iann dior,2021,"cali rap, pop rap"
Good 4 U,Olivia Rodrigo,2021,pop
Kiss Me More,Doja Cat Featuring SZA,2021,"dance pop, pop"
Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),2021,"escape room, hip hop, indie soul, neo soul"
Drivers License,Olivia Rodrigo,2021,pop
Montero (Call Me By Your Name),Lil Nas X,2021,lgbtq+ hip hop
Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,2021,"canadian pop, pop"
Butter,BTS,2021,"k-pop, k-pop boy group, pop"
Stay,The Kid LAROI & Justin Bieber,2021,australian hip hop
Deja Vu,Olivia Rodrigo,2021,pop
Positions,Ariana Grande,2021,pop
Bad Habits,Ed Sheeran,2021,"pop, singer-songwriter pop, uk pop"
Heat Waves,Glass Animals,2021,"gauze pop, indietronica, modern rock, pov: indie, shiver pop"
Without You,The Kid LAROI,2021,australian hip hop
Forever After All,Luke Combs,2021,"contemporary country, country"
Go Crazy,Chris Brown & Young Thug,2021,"pop rap, r&b, rap"
Astronaut In The Ocean,Masked Wolf,2021,australian hip hop
34+35,Ariana Grande Feat. Doja Cat & Megan Thee Stallion,2021,pop
What You Know Bout Love,Pop Smoke,2021,"brooklyn drill, rap"
My Ex's Best Friend,Machine Gun Kelly X blackbear,2021,"ohio hip hop, pop rap"
Industry Baby,Lil Nas X & Jack Harlow,2021,lgbtq+ hip hop
Therefore I Am,Billie Eilish,2021,"art pop, electropop, pop"
Up,Cardi B,2021,"pop, rap"
Fancy Like,Walker Hayes,2021,"contemporary country, country, country road, modern country rock"
Dakiti,Bad Bunny & Jhay Cortez,2021,"reggaeton, trap latino, urbano latino"
Best Friend,Saweetie Featuring Doja Cat,2021,"cali rap, trap queen"
Rapstar,Polo G,2021,"chicago rap, rap"
Heartbreak Anniversary,Giveon,2021,r&b
For The Night,Pop Smoke Featuring Lil Baby & DaBaby,2021,"brooklyn drill, rap"
Calling My Phone,Lil Tjay Featuring 6LACK,2021,"brooklyn drill, melodic rap, nyc rap, rap"
Beautiful Mistakes,Maroon 5 Featuring Megan Thee Stallion,2021,pop
Holy,Justin Bieber Featuring Chance The Rapper,2021,"canadian pop, pop"
On Me,Lil Baby,2021,"atl hip hop, atl trap, rap, trap"
You Broke Me First.,Tate McRae,2021,"alt z, pop"
Traitor,Olivia Rodrigo,2021,pop
Back In Blood,Pooh Shiesty Featuring Lil Durk,2021,"memphis hip hop, southern hip hop, tennessee hip hop, trap"
I Hope,Gabby Barrett Featuring Charlie Puth,2021,contemporary country
Dynamite,BTS,2021,"k-pop, k-pop boy group, pop"
Wockesha,Moneybagg Yo,2021,"memphis hip hop, rap, southern hip hop, tennessee hip hop, trap"
You Right,Doja Cat & The Weeknd,2021,"dance pop, pop"
Beat Box,SpotemGottem Featuring Pooh Shiesty Or DaBaby,2021,"florida drill, florida rap"
Laugh Now Cry Later,Drake Featuring Lil Durk,2021,"canadian hip hop, canadian pop, hip hop, pop rap, rap"
Need To Know,Doja Cat,2021,"dance pop, pop"
Wants And Needs,Drake Featuring Lil Baby,2021,"canadian hip hop, canadian pop, hip hop, pop rap, rap"
Way 2 Sexy,Drake Featuring Future & Young Thug,2021,"canadian hip hop, canadian pop, hip hop, pop rap, rap"
Telepatia,Kali Uchis,2021,colombian pop
Whoopty,CJ,2021,nyc rap
Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,2021,pop rap
Good Days,SZA,2021,"pop, r&b, rap"
Starting Over,Chris Stapleton,2021,"contemporary country, outlaw country"
Body,Megan Thee Stallion,2021,"houston rap, pop, rap, trap queen"
Willow,Taylor Swift,2021,pop
Bang!,AJR,2021,pov: indie
Better Together,Luke Combs,2021,"contemporary country, country"
You're Mines Still,Yung Bleu Featuring Drake,2021,"alabama rap, trap"
Every Chance I Get,DJ Khaled Featuring Lil Baby & Lil Durk,2021,"hip hop, miami hip hop, pop rap, rap"
Essence,Wizkid Featuring Justin Bieber & Tems,2021,"afrobeats, afropop, azonto, azontobeats, nigerian hip hop, nigerian pop"
Chasing After You,Ryan Hurd With Maren Morris,2021,"contemporary country, country road, modern country rock"
The Good Ones,Gabby Barrett,2021,contemporary country
Leave Before You Love Me,Marshmello X Jonas Brothers,2021,"brostep, edm, pop, progressive electro house"
Glad You Exist,Dan + Shay,2021,"contemporary country, country, country road"
Lonely,Justin Bieber & benny blanco,2021,"canadian pop, pop"
Beggin',Maneskin,2021,"indie rock italiano, italian pop, pop"
Streets,Doja Cat,2021,"dance pop, pop"
What's Next,Drake,2021,"canadian hip hop, canadian pop, hip hop, pop rap, rap"
Famous Friends,Chris Young + Kane Brown,2021,"country pop, country rock"
Lil Bit,Nelly & Florida Georgia Line,2021,"dance pop, gangster rap, hip hop, pop rap, rap, st louis rap, urban contemporary"
Thot Shit,Megan Thee Stallion,2021,"houston rap, pop, rap, trap queen"
Late At Night,Roddy Ricch,2021,"melodic rap, rap, trap"
Kings & Queens,Ava Max,2021,pop
Anyone,Justin Bieber,2021,"canadian pop, pop"
Track Star,Mooski,2021,alabama rap
Time Today,Moneybagg Yo,2021,"memphis hip hop, rap, southern hip hop, tennessee hip hop, trap"
Cry Baby,Megan Thee Stallion Featuring DaBaby,2021,"houston rap, pop, rap, trap queen"
All I Want For Christmas Is You,Mariah Carey,2021,"dance pop, pop, urban contemporary"
No More Parties,Coi Leray Featuring Lil Durk,2021,"new jersey underground rap, trap queen"
What's Your Country Song,Thomas Rhett,2021,"contemporary country, country, country road, modern country rock"
One Too Many,Keith Urban Duet With P!nk,2021,country pop
Arcade,Duncan Laurence,2021,dutch pop
Yonaguni,Bad Bunny,2021,"reggaeton, trap latino, urbano latino"
Good Time,Niko Moon,2021,country
If I Didn't Love You,Jason Aldean & Carrie Underwood,2021,"contemporary country, country, country road, modern country rock"
Knife Talk,Drake Featuring 21 Savage & Project Pat,2021,"canadian hip hop, canadian pop, hip hop, pop rap, rap"
pov,Ariana Grande,2021,pop
Just The Way,Parmalee x Blanco Brown,2021,"contemporary country, country road, modern country rock, modern uplift"
Take My Breath,The Weeknd,2021,"canadian contemporary r&b, canadian pop, pop"
We're Good,Dua Lipa,2021,"dance pop, pop, uk pop"
Hell Of A View,Eric Church,2021,"contemporary country, country, country road"
Rockin' Around The Christmas Tree,Brenda Lee,2021,"adult standards, easy listening, lounge, rockabilly"
Put Your Records On,Ritt Momney,2021,bedroom pop
Happier Than Ever,Billie Eilish,2021,"art pop, electropop, pop"
Single Saturday Night,Cole Swindell,2021,"contemporary country, country, country road, modern country rock"
Things A Man Oughta Know,Lainey Wilson,2021,"contemporary country, modern country pop"
Throat Baby (Go Baby),BRS Kash,2021,viral rap
Tombstone,Rod Wave,2021,florida rap
Drinkin' Beer. Talkin' God. Amen.,Chase Rice Featuring Florida Georgia Line,2021,"contemporary country, country, country road, modern country rock"
Todo de Ti,Rauw Alejandro,2021,"puerto rican pop, reggaeton, trap latino, urbano latino"
Heat Waves,Glass Animals,2022,"gauze pop, indietronica, modern rock, pov: indie, shiver pop"
As It Was,Harry Styles,2022,pop
Stay,The Kid LAROI & Justin Bieber,2022,australian hip hop
Easy On Me,Adele,2022,"british soul, pop, pop soul, uk pop"
Shivers,Ed Sheeran,2022,"pop, singer-songwriter pop, uk pop"
First Class,Jack Harlow,2022,"deep underground hip hop, kentucky hip hop, pop rap, rap"
Big Energy,Latto,2022,trap queen
Ghost,Justin Bieber,2022,"canadian pop, pop"
Super Gremlin,Kodak Black,2022,"florida drill, florida rap, melodic rap, miami hip hop, rap, trap, trap latino"
Cold Heart (PNAU Remix),Elton John & Dua Lipa,2022,"glam rock, mellow gold, piano rock, rock"
Wait For U,Future Featuring Drake & Tems,2022,"atl hip hop, hip hop, rap, southern hip hop, trap"
About Damn Time,Lizzo,2022,"escape room, minnesota hip hop, pop, trap queen"
Bad Habits,Ed Sheeran,2022,"pop, singer-songwriter pop, uk pop"
Thats What I Want,Lil Nas X,2022,lgbtq+ hip hop
Enemy,Imagine Dragons X JID,2022,"modern rock, pop, rock"
Industry Baby,Lil Nas X & Jack Harlow,2022,lgbtq+ hip hop
abcdefu,GAYLE,2022,modern alternative pop
Need To Know,Doja Cat,2022,"dance pop, pop"
Wasted On You,Morgan Wallen,2022,contemporary country
Me Porto Bonito,Bad Bunny & Chencho Corleone,2022,"reggaeton, trap latino, urbano latino"
Woman,Doja Cat,2022,"dance pop, pop"
Titi Me Pregunto,Bad Bunny,2022,"reggaeton, trap latino, urbano latino"
Running Up That Hill (A Deal With God),Kate Bush,2022,"art pop, art rock, baroque pop, new wave pop, permanent wave, piano rock, singer-songwriter"
We Don't Talk About Bruno,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast",2022,movie tunes
Late Night Talking,Harry Styles,2022,pop
I Like You (A Happier Song),Post Malone Featuring Doja Cat,2022,"dfw rap, melodic rap, pop, rap"
You Proof,Morgan Wallen,2022,contemporary country
Bad Habit,Steve Lacy,2022,afrofuturism
Sunroof,Nicky Youre & dazy,2022,singer-songwriter pop
One Right Now,Post Malone & The Weeknd,2022,"dfw rap, melodic rap, pop, rap"
Good 4 U,Olivia Rodrigo,2022,pop
Numb Little Bug,Em Beihold,2022,"alt z, gen z singer-songwriter"
Jimmy Cooks,Drake Featuring 21 Savage,2022,"canadian hip hop, canadian pop, hip hop, pop rap, rap"
'Til You Can't,Cody Johnson,2022,"classic texas country, contemporary country"
Fancy Like,Walker Hayes,2022,"contemporary country, country, country road, modern country rock"
The Kind Of Love We Make,Luke Combs,2022,"contemporary country, country"
I Ain't Worried,OneRepublic,2022,"piano rock, pop"
Break My Soul,Beyonce,2022,"pop, r&b"
Something In The Orange,Zach Bryan,2022,"classic oklahoma country, modern country pop"
Save Your Tears,The Weeknd & Ariana Grande,2022,"canadian contemporary r&b, canadian pop, pop"
Smokin Out The Window,Silk Sonic (Bruno Mars & Anderson .Paak),2022,"escape room, hip hop, indie soul, neo soul"
Levitating,Dua Lipa,2022,"dance pop, pop, uk pop"
In A Minute,Lil Baby,2022,"atl hip hop, atl trap, rap, trap"
Moscow Mule,Bad Bunny,2022,"reggaeton, trap latino, urbano latino"
You Right,Doja Cat & The Weeknd,2022,"dance pop, pop"
She Had Me At Heads Carolina,Cole Swindell,2022,"contemporary country, country, country road, modern country rock"
Vegas,Doja Cat,2022,"dance pop, pop"
Pushin P,Gunna & Future Featuring Young Thug,2022,"atl hip hop, melodic rap, rap, trap"
Buy Dirt,Jordan Davis Featuring Luke Bryan,2022,"contemporary country, country road"
I Hate U,SZA,2022,"pop, r&b, rap"
Boyfriend,Dove Cameron,2022,pop
Glimpse Of Us,Joji,2022,viral pop
Surface Pressure,Jessica Darrow,2022,movie tunes
Fall In Love,Bailey Zimmerman,2022,modern country pop
Love Nwantiti (Ah Ah Ah),CKay,2022,"afro r&b, afrobeats"
Super Freaky Girl,Nicki Minaj,2022,"hip pop, pop, queens hip hop, rap"
Hrs And Hrs,Muni Long,2022,indie r&b
Sand In My Boots,Morgan Wallen,2022,contemporary country
MAMIII,Becky G X Karol G,2022,"latin pop, latin viral pop, rap latina, reggaeton, trap latino, urbano latino"
Knife Talk,Drake Featuring 21 Savage & Project Pat,2022,"canadian hip hop, canadian pop, hip hop, pop rap, rap"
AA,Walker Hayes,2022,"contemporary country, country, country road, modern country rock"
Sweetest Pie,Megan Thee Stallion & Dua Lipa,2022,"houston rap, pop, rap, trap queen"
Provenza,Karol G,2022,"reggaeton, reggaeton colombiano, trap latino, urbano latino"
Essence,Wizkid Featuring Justin Bieber & Tems,2022,"afrobeats, afropop, azonto, azontobeats, nigerian hip hop, nigerian pop"
All I Want For Christmas Is You,Mariah Carey,2022,"dance pop, pop, urban contemporary"
Bam Bam,Camila Cabello Featuring Ed Sheeran,2022,"dance pop, pop"
5 Foot 9,Tyler Hubbard,2022,"contemporary country, modern country pop"
Get Into It (Yuh),Doja Cat,2022,"dance pop, pop"
Efecto,Bad Bunny,2022,"reggaeton, trap latino, urbano latino"
Rock And A Hard Place,Bailey Zimmerman,2022,modern country pop
Doin' This,Luke Combs,2022,"contemporary country, country"
Oh My God,Adele,2022,"british soul, pop, pop soul, uk pop"
Better Days,NEIKED X Mae Muller X Polo G,2022,scandipop
Meet Me At Our Spot,THE ANXIETY: WILLOW & Tyler Cole,2022,modern alternative pop
Fingers Crossed,Lauren Spencer Smith,2022,"alt z, gen z singer-songwriter"
All Too Well (Taylor's Version),Taylor Swift,2022,pop
Party,Bad Bunny & Rauw Alejandro,2022,"reggaeton, trap latino, urbano latino"
Despues de La Playa,Bad Bunny,2022,"reggaeton, trap latino, urbano latino"
You Should Probably Leave,Chris Stapleton,2022,"contemporary country, outlaw country"
Rockin' Around The Christmas Tree,Brenda Lee,2022,"adult standards, easy listening, lounge, rockabilly"
Broadway Girls,Lil Durk Featuring Morgan Wallen,2022,"chicago drill, chicago rap, drill, hip hop, pop rap, rap, trap"
Take My Name,Parmalee,2022,"contemporary country, country road, modern country rock, modern uplift"
What Happened To Virgil,Lil Durk Featuring Gunna,2022,"chicago drill, chicago rap, drill, hip hop, pop rap, rap, trap"
Puffin On Zootiez,Future,2022,"atl hip hop, hip hop, rap, southern hip hop, trap"
Like I Love Country Music,Kane Brown,2022,"black americana, contemporary country, country, country road"
Jingle Bell Rock,Bobby Helms,2022,country
Ojitos Lindos,Bad Bunny & Bomba Estereo,2022,"reggaeton, trap latino, urbano latino"
Trouble With A Heartbreak,Jason Aldean,2022,"contemporary country, country, country road, modern country rock"
A Holly Jolly Christmas,Burl Ives,2022,"adult standards, american folk revival, lounge"
Kiss Me More,Doja Cat Featuring SZA,2022,"dance pop, pop"
She Likes It,Russell Dickerson & Jake Scott,2022,"contemporary country, country road, modern country rock"
Never Say Never,Cole Swindell / Lainey Wilson,2022,country rock
Damn Strait,Scotty McCreery,2022,"contemporary country, country, country road, modern country rock"
She's All I Wanna Be,Tate McRae,2022,"alt z, pop"
Last Night Lonely,Jon Pardi,2022,"contemporary country, country, country road, modern country rock"
Flower Shops,ERNEST Featuring Morgan Wallen,2022,modern country pop
To The Moon!,JNR CHOI & Sam Tompkins,2022,gambian hip hop
Unholy,Sam Smith & Kim Petras,2022,"pop, uk pop"
One Mississippi,Kane Brown,2022,"black americana, contemporary country, country, country road"
Circles Around This Town,Maren Morris,2022,"classic texas country, contemporary country"
